compound_id,molecular_weight,logP,tpsa,hbd,hba,rotatable_bonds,aromatic_rings,logS,dose_mg,particle_size_um,ph_stability,formulation_type,bioavailability_percent
CMPD-1399,512.05,6.59,10,3,4,3,2,-6.15,200,10.51,6.87,capsule,2.05
CMPD-1400,307.74,1.77,85.9,6,4,3,2,-3.85,100,8.63,6.15,tablet,53.36
CMPD-1401,264.84,3.38,33.43,3,4,5,1,-5.35,25,16.23,5.66,tablet,50.52
CMPD-1402,439.03,3.53,61.09,2,7,5,1,-6.24,5,5.8,6.06,solution,55.42
CMPD-1403,510.43,2.85,93.7,2,6,8,1,-4.8,50,7.24,5.62,tablet,48.95
CMPD-1404,459.08,2.32,78.19,0,5,7,1,-2.45,200,21.21,5.88,capsule,58.48
CMPD-1405,489.57,3.28,45.2,1,3,5,1,-3.86,25,21.97,6.71,tablet,45.49
CMPD-1406,296.75,-2,75.22,2,1,1,3,-3.23,5,18.72,5.41,capsule,1.7
CMPD-1407,223.6,3.73,21.4,1,2,4,1,-2.49,25,10.71,3.41,tablet,64.18
CMPD-1408,545.15,2.73,115.26,1,1,6,2,-3.55,200,14.6,8.53,capsule,45.18
CMPD-1409,344.51,2.1,67.82,0,5,4,1,-4.53,400,17.28,5.04,capsule,55.44
CMPD-1410,352.41,6.18,114.15,0,3,4,0,-4.17,10,15.04,4.58,capsule,12.45
CMPD-1411,526.1,1.29,56.57,3,3,3,0,-2.34,100,8.35,7.96,tablet,45.78
CMPD-1412,441.19,1.77,56.67,1,7,3,1,-3.54,25,63.58,5.94,capsule,51.62
CMPD-1413,430.15,6.08,48.25,1,4,3,5,-7.32,400,5.16,6.91,solution,3.53
CMPD-1414,618.15,1,105.67,4,3,7,4,-4.03,400,9.15,7.51,tablet,31.27
CMPD-1415,309.21,1.51,50.17,3,4,8,3,-2.7,200,8.13,7.61,capsule,49.78
CMPD-1416,482.06,2.24,97.56,2,5,6,2,-3.23,5,35.05,7.11,tablet,51.74
CMPD-1417,386.27,4.01,61.61,5,10,6,2,-5.03,100,45.68,5.69,tablet,25.19
CMPD-1418,409.55,2.87,10,2,9,2,0,-4.62,200,26.9,4.95,capsule,61.17
CMPD-1419,548.13,0.17,55.04,1,3,9,0,-6.42,400,7.25,8.66,capsule,15.01
CMPD-1420,435.86,1.54,33.73,4,3,7,0,-2.68,10,5.93,6.66,capsule,58.54
CMPD-1421,439.21,1.41,76.19,4,4,5,4,-2.57,10,26.59,7.06,suspension,50.61
CMPD-1422,497.98,2.36,33.34,4,7,6,2,-3.7,50,10.39,5.92,suspension,52.87
CMPD-1423,339.86,3.27,107.41,3,4,4,1,-4.03,100,10.26,6.89,suspension,56.34
CMPD-1424,287.69,3.25,71.81,1,6,6,2,-5.12,10,24.33,5.99,capsule,48.76
CMPD-1425,265.07,-0.7,68.78,3,4,5,1,-3,25,12.58,6.15,tablet,25.51
CMPD-1426,163.7,4.42,97.96,0,5,5,2,-5.96,10,46.74,4.88,tablet,34.57
CMPD-1427,606.18,2.95,108.74,0,5,4,3,-2.33,10,48.79,7.04,capsule,38.57
CMPD-1428,258.65,4.99,74.3,4,6,2,0,-2.63,10,55.58,3.72,capsule,40.17
CMPD-1429,355.66,3.3,48.01,5,2,5,5,-1.75,400,34.06,7.85,suspension,56.1
CMPD-1430,349.55,4.48,12.91,2,5,6,1,-3.42,50,25.4,8.8,capsule,43.15
CMPD-1431,413.81,3.34,50.99,1,4,4,5,-4.28,200,27.12,5.96,tablet,48.79
CMPD-1432,469.73,4.92,53.4,1,5,6,2,-2.85,5,41.41,7.57,capsule,34.33
CMPD-1433,474.65,3.44,78.75,1,4,3,2,-2.33,200,79.4,6.04,tablet,37.56
CMPD-1434,315.86,2.32,62.92,3,8,8,1,-5.24,10,68.08,6.49,tablet,41.07
CMPD-1435,361.62,6.59,99.08,0,4,3,1,-3.6,5,16.28,5.84,capsule,7.03
CMPD-1436,411.08,4.1,53.55,2,4,5,2,-3.1,100,19.22,5.99,tablet,42.06
CMPD-1437,352.64,3.53,73,0,3,1,2,-2.78,5,36.78,5.99,solution,66.94
CMPD-1438,556.81,0.2,116.44,2,4,9,2,-4.03,100,110.81,4.2,tablet,24.05
CMPD-1439,434.01,0.18,86.96,0,6,3,2,-2.55,50,9.44,6.89,capsule,39.01
CMPD-1440,460.84,3.03,72.9,5,7,2,0,-4.94,100,20.09,4.24,capsule,31.28
CMPD-1441,452.92,2.76,53.93,2,3,10,3,-0.47,100,13.21,6.02,solution,67.91
CMPD-1442,509.08,1.39,52.84,2,8,4,1,-4.44,25,56.98,4.36,solution,49.57
CMPD-1443,399.91,2.75,45.23,7,2,6,1,-2.89,50,12.05,6.05,tablet,60.74
CMPD-1444,237.35,5.36,56.06,1,7,11,0,-4.33,10,7.43,6.81,capsule,25.98
CMPD-1445,423.97,3.75,101.45,3,4,6,1,-3.35,50,15.77,8.14,tablet,43.87
CMPD-1446,308.35,0.45,67.23,0,6,3,3,-5.12,25,14.81,6.44,solution,57.14
CMPD-1447,321.85,2.3,27.76,1,1,4,3,-1.89,400,42.23,6.14,solution,66.22
CMPD-1448,444.5,1.05,136.89,2,5,7,3,-4.73,100,2.82,5.16,capsule,39.17
CMPD-1449,516.21,1.8,86.2,1,4,4,2,-3.38,200,50.24,5.45,tablet,49.14
CMPD-1450,382.34,1.76,25.76,2,6,7,0,-3.6,50,49.87,7.91,tablet,54.23
CMPD-1451,413.97,1.64,59.54,0,4,5,1,-4.55,25,10.86,7.05,tablet,48.09
CMPD-1452,567.24,0.24,78.88,1,3,7,1,-7.32,200,6.53,5.41,tablet,13.74
CMPD-1453,406.48,2.27,134.66,0,7,7,2,-1.91,10,20.54,4.05,capsule,51.23
CMPD-1454,666.19,1.49,36.22,4,3,1,4,-3.28,100,5.93,8.47,tablet,43.6
CMPD-1455,442.21,-2,109.16,2,6,4,2,-6.11,50,38.26,5.01,tablet,1
CMPD-1456,186.32,6.2,123.98,1,5,10,0,-6.37,50,2.22,6.49,solution,13
CMPD-1457,462.87,4.46,53,0,1,6,1,-3.98,200,20.77,5.45,solution,54.33
CMPD-1458,421.93,1.82,65.29,8,5,10,3,-3.62,400,18.28,5.18,solution,36.05
CMPD-1459,521.87,2.53,38.73,1,2,6,1,-3.82,400,23.67,6.72,tablet,55.3
CMPD-1460,454.05,0.39,67.88,3,5,4,2,-1.33,100,64.9,7.53,tablet,34.2
CMPD-1461,364.77,5.55,73.72,2,4,6,2,-6,400,16.13,7.29,tablet,10.68
CMPD-1462,245.33,5.92,98.09,1,9,2,3,-3.18,50,43.51,7.22,capsule,20.94
CMPD-1463,357.01,2.78,113.16,1,6,5,3,-2.53,100,16.92,5.27,solution,62.22
CMPD-1464,286.44,4.34,48.82,4,7,5,2,-2.56,400,21.97,6.7,capsule,52.73
CMPD-1465,316.14,2.82,10,1,2,3,0,-2.16,25,30.61,6.9,capsule,72.5
CMPD-1466,444.74,0.09,74.26,1,5,6,3,-3.32,100,28.48,4.8,capsule,35.41
CMPD-1467,563.69,1.76,85.27,2,5,1,2,-3.13,10,5.32,4,tablet,42.85
CMPD-1468,423.41,2.74,83.73,2,2,3,1,-3.99,100,120.27,6.56,tablet,44.56
CMPD-1469,248.45,1.68,63.57,0,2,4,3,-5.76,200,65.64,5.51,tablet,42.4
CMPD-1470,428.91,2.11,79.37,2,3,5,1,-3.01,50,7.66,4.95,capsule,50.81
CMPD-1471,511.63,2.34,128.04,1,4,3,2,-4.1,200,15.07,4.08,suspension,56.6
CMPD-1472,312.92,2.35,88.36,3,3,1,4,-4.62,100,36.57,5.65,solution,58.19
CMPD-1473,365.26,2.59,61.93,1,1,4,5,-2.94,100,65.52,8.39,tablet,58
CMPD-1474,381.62,0.59,57.49,2,3,4,4,-2.81,100,19.45,7.53,tablet,43.88
CMPD-1475,293.66,1.21,69.06,6,4,8,3,-4.56,10,17.32,8.26,tablet,34.79
CMPD-1476,451.31,0.19,132.29,3,7,6,3,-3.12,200,23.63,5.61,suspension,30.85
CMPD-1477,366.7,4.26,68.58,0,5,1,0,-3.62,10,9.64,7.79,tablet,50.37
CMPD-1478,426.15,-1.29,74.31,2,0,6,2,-3.22,50,26.56,7.99,suspension,20.83
CMPD-1479,282.38,4.58,58.12,4,3,4,1,-1.62,200,22.89,8.28,tablet,43.45
CMPD-1480,331.88,5,113.46,0,9,3,1,-2.84,50,6.33,6.19,solution,42.87
CMPD-1481,459.46,1.96,143.59,3,2,2,2,-2.95,100,33.65,5.92,solution,50.9
CMPD-1482,338.99,-2,90.77,2,4,5,4,-4.83,5,48.47,6.39,solution,1
CMPD-1483,569.97,1.85,77.9,3,6,5,3,-4.62,200,28.45,6.61,solution,53.07
CMPD-1484,336.04,2.38,76.29,2,5,6,3,-2.78,25,14.24,4.93,tablet,61.35
CMPD-1485,404.72,0.68,10,3,3,2,0,-5.88,100,11.46,5.81,solution,58.13
CMPD-1486,482.58,1.57,101.08,1,1,3,2,-4.03,400,56.12,7.84,capsule,37.08
CMPD-1487,223.98,5.25,79.7,3,1,0,3,-4.64,400,62.36,5.83,solution,37.41
CMPD-1488,186.31,3.7,89.99,1,2,6,2,-3.71,25,43.6,6.59,capsule,55.38
CMPD-1489,212.18,0.84,50.1,5,5,7,3,-3.82,10,21.67,7.07,tablet,34.17
CMPD-1490,518.88,-0.38,61.54,0,6,3,0,-3.3,50,11.62,7.99,capsule,35
CMPD-1491,319.3,1.91,60.61,6,2,7,3,-2.8,5,9.82,7.22,tablet,39.33
CMPD-1492,661.4,2.12,110.76,3,3,7,5,-2.05,400,33.23,7.62,solution,47.42
CMPD-1493,317.93,3.39,61.74,2,2,5,1,-1.94,50,28.83,7.02,tablet,50.25
CMPD-1494,400.3,1.54,147.89,3,2,5,4,-3.86,10,27.69,6.85,tablet,62.64
CMPD-1495,549.63,3.42,90.08,1,5,4,1,-4.39,100,5.73,7.55,capsule,43.48
CMPD-1496,600.67,5.98,30.35,3,2,5,4,-4.68,10,78.46,3.71,solution,17.87
CMPD-1497,606.77,3.97,70.5,1,3,2,0,-3.98,5,62.53,7.35,capsule,41.85
CMPD-1498,512.92,2.41,52.19,2,6,4,3,-4.98,100,20.01,4.01,suspension,41.49
CMPD-1499,492.65,2.17,10,2,5,6,2,-2.8,200,34.26,5.88,tablet,59.4
CMPD-1500,445.18,1.86,130.98,1,6,5,3,-1.96,400,4.6,7.58,tablet,49.18
CMPD-1501,465.62,4.63,99.61,2,1,4,4,-5.79,100,5.85,6.3,tablet,23.9
CMPD-1502,319.37,1.37,93.66,2,1,6,1,-3.49,5,0.5,6.42,tablet,49.37
CMPD-1503,290,2.58,80.79,2,7,4,0,-1.17,400,41.34,6.79,tablet,52.7
CMPD-1504,379.63,2.59,26.63,5,8,4,1,-5.72,50,20.75,8.73,tablet,41.59
CMPD-1505,361.28,1.6,58.07,1,1,6,3,-1.28,100,30.51,3.9,tablet,57.65
CMPD-1506,330.14,0.03,104.46,0,4,4,1,-4.79,50,18.5,5.63,solution,40.37
CMPD-1507,456.6,3.08,38.21,4,5,7,1,-4.41,25,30.36,8.17,capsule,47.85
CMPD-1508,485.08,2.39,10,4,3,7,1,-2.57,5,73.17,6.2,tablet,68.06
CMPD-1509,389.72,3.4,67.05,3,3,6,1,-2.74,25,29.67,6.27,tablet,52.65
CMPD-1510,542.53,1.54,70.04,4,2,4,3,-3.66,100,70.15,7.32,tablet,36.85
CMPD-1511,254.41,4.7,79.74,2,3,5,2,-4.65,5,12.65,5.01,tablet,51.3
CMPD-1512,358.7,0.92,100.5,0,4,5,4,-5.37,100,20.68,7.56,tablet,50.17
CMPD-1513,301.15,5.58,97.32,0,6,5,2,-3.61,400,12.39,6.06,tablet,28.04
CMPD-1514,174.68,-0.65,84.06,3,1,6,4,-3.82,5,57.32,6.3,tablet,24.24
CMPD-1515,370.91,3.28,116.84,4,3,6,0,-4.69,50,12.45,5.52,suspension,47.73
CMPD-1516,366.61,3.36,21.84,2,3,8,1,-3.88,10,53.49,7.11,tablet,37.98
CMPD-1517,546.48,1.07,92.66,0,5,4,5,-3.12,200,78.91,6.12,tablet,31.33
CMPD-1518,449.39,3.26,96.93,0,8,9,2,-1.9,10,12.81,6.83,tablet,57.91
CMPD-1519,267.34,4.8,31.62,1,3,11,1,-3.21,5,23.96,6.05,tablet,51.32
CMPD-1520,583.95,-1.49,22.4,1,4,5,1,-3.76,400,2.27,6.45,tablet,1
CMPD-1521,514.31,3.4,48.89,2,3,5,4,-4.74,25,15.91,5.83,tablet,39.86
CMPD-1522,444.03,-1.99,51.85,0,4,5,1,-4.62,5,39.78,6.08,tablet,1
CMPD-1523,355.09,0.76,101.37,0,5,2,1,-3.18,50,31.8,5.47,capsule,42.54
CMPD-1524,274.46,5.43,53.49,1,2,4,1,-3.09,200,21.68,5.31,capsule,36.79
CMPD-1525,339.06,1.45,45.03,2,2,6,0,-3.83,25,52.8,8.6,tablet,55.06
CMPD-1526,499.76,0.39,53.59,1,2,3,3,-2.14,5,13.36,6.72,solution,48.79
CMPD-1527,587.3,2.14,114.15,4,6,6,4,-3.41,400,12.83,3.99,tablet,26.48
CMPD-1528,549.76,6.22,75.46,2,5,6,0,-4.23,200,5.81,6.36,solution,3.55
CMPD-1529,326.23,-0.8,68.73,3,4,2,3,-4.48,200,27.25,7.68,tablet,15.61
CMPD-1530,256.84,0.61,71.15,2,3,2,4,-4.58,400,42.44,4.5,tablet,48.38
CMPD-1531,395.5,5.2,120.22,3,7,7,3,-2.78,5,19,7.17,tablet,27.32
CMPD-1532,185.47,5.84,48.78,0,3,7,1,-4.43,100,33.54,6.43,tablet,34.34
CMPD-1533,415.55,2.31,121.04,4,3,5,2,-3.34,50,38.78,4.37,suspension,52.67
CMPD-1534,363.76,0.27,82.37,2,4,4,3,-4.77,50,20.68,5.73,tablet,30.86
CMPD-1535,328.74,6.27,69.39,2,5,3,0,-3.75,400,47.47,6.24,capsule,10.34
CMPD-1536,204.58,5.37,162.53,1,7,5,3,-3.58,10,14.74,4.96,capsule,22.18
CMPD-1537,436.5,3.72,38.05,2,4,2,0,0,100,27.28,5.58,tablet,54.56
CMPD-1538,321.4,1.04,62.62,1,2,5,1,-5.46,400,71.67,6.77,tablet,39.71
CMPD-1539,251.31,2.41,31.86,1,8,6,4,-2.29,25,32.52,6.78,solution,74.15
CMPD-1540,120,2.21,108.34,0,5,7,1,-4.65,200,31.66,7.02,tablet,46.26
CMPD-1541,376.97,3.1,134.12,3,2,6,0,-1.48,10,40.76,5.69,solution,59.88
CMPD-1542,574.95,5.11,133.45,5,8,4,2,-4.55,50,33.19,7.79,capsule,10.08
CMPD-1543,562.74,4.08,117.84,2,4,3,3,-1.95,5,52.17,6.33,capsule,51.59
CMPD-1544,329.72,0.56,68.08,1,3,4,4,-3.17,100,17.67,5.97,suspension,49.31
CMPD-1545,313.76,4.98,62.22,0,4,4,1,-5.5,50,20.59,6.21,solution,41.07
CMPD-1546,431.57,3.06,16.51,1,5,12,0,-3.2,50,26.35,6.92,solution,59.03
CMPD-1547,270.18,3.74,146.26,2,3,6,2,-2.73,100,25.05,6.84,capsule,52.28
CMPD-1548,413.2,5.14,91.41,0,6,4,0,-2.62,50,23.5,5.94,tablet,35.56
CMPD-1549,464.27,0.5,57.78,2,4,4,2,-3.86,10,37.55,7.62,solution,52.43
CMPD-1550,514.96,2.44,121.48,1,1,13,3,0,400,16.78,6.24,tablet,51.24
CMPD-1551,368.98,1.54,40.95,1,3,6,5,-0.58,100,13.17,7.31,solution,82.77
CMPD-1552,357.6,-0.32,89.23,5,5,4,2,-2.99,50,36.46,8.13,solution,28.97
CMPD-1553,283.42,3.12,68.96,0,5,5,3,-5.47,50,19.56,5.89,solution,59.62
CMPD-1554,289.04,7.02,97.35,2,7,3,0,-5,100,29.13,6.03,tablet,1
CMPD-1555,355.09,-0.81,72.77,0,2,4,5,-3.9,5,133.14,5.15,tablet,18.91
CMPD-1556,420.41,2.44,24.22,0,1,6,1,-3.64,25,115.94,5.36,capsule,55.23
CMPD-1557,480.49,3.65,77.65,0,4,5,5,-4.74,100,72.07,7.3,suspension,40.05
CMPD-1558,291.65,2.72,111.71,3,4,6,2,-4.32,5,50.34,7.29,solution,60.13
CMPD-1559,544.2,2.3,73.98,4,6,5,4,-6.48,200,92.26,4.28,solution,37.24
CMPD-1560,350.18,0.16,102.13,4,4,7,3,-6.74,50,27.22,5.26,capsule,21.93
CMPD-1561,377.65,2.92,38.41,1,2,5,0,-3.48,10,23.09,8.15,tablet,46.13
CMPD-1562,297.81,1.14,74.08,2,5,7,2,-1.11,200,65.91,5.47,solution,63.92
CMPD-1563,120,-1.44,53.14,2,5,5,5,-5.83,400,8.33,6.18,tablet,4.3
CMPD-1564,477.24,4.65,101.14,1,2,4,1,-3.82,50,24.26,6.54,tablet,20.56
CMPD-1565,461.05,4.23,76.1,3,7,7,4,-3.53,50,4.56,6.68,solution,50.55
CMPD-1566,349.05,2.59,99.15,3,1,4,2,-2.94,200,38.48,4.74,capsule,51.77
CMPD-1567,387.37,2.91,113.07,2,3,4,2,-4.27,5,23.96,6.68,tablet,39.7
CMPD-1568,436.75,4.43,99.21,1,4,5,1,-5.15,100,45.08,3.01,tablet,24.51
CMPD-1569,208.12,2.9,84.56,3,2,1,1,-2.53,25,92.11,5.71,solution,57.11
CMPD-1570,321.8,4.13,40.06,0,3,7,2,-6.43,25,12.94,6.06,suspension,40.91
CMPD-1571,467.37,1.96,74.9,3,5,1,4,-2.93,100,22.43,4.53,tablet,52.94
CMPD-1572,242.03,4.86,56.34,2,7,5,2,-4.71,400,3.58,7.28,solution,44.48
CMPD-1573,412.29,3.08,62.96,1,4,5,2,-3.13,100,40.18,5.39,capsule,57.19
CMPD-1574,230.78,2.85,61.89,3,1,4,0,-1.76,10,15.21,8.5,tablet,60.97
CMPD-1575,431.31,0.21,40.7,3,6,4,3,-4.53,100,20.62,6.99,solution,56.84
CMPD-1576,376.08,3.02,10,2,4,5,2,-4.05,400,43.28,6.2,capsule,37.71
CMPD-1577,202.34,1,51.61,3,2,7,2,-4.13,10,52.94,7.37,capsule,41.37
CMPD-1578,508.12,1.35,81.77,2,3,1,5,-0.08,100,20.86,4.48,capsule,59.11
CMPD-1579,299.19,1.03,27.81,1,2,8,4,-3.69,400,14.44,6.71,capsule,47.96
CMPD-1580,290.87,0.58,75.55,3,4,3,3,-3.76,400,18.29,4.98,capsule,39.26
CMPD-1581,402.06,6.32,141.51,1,3,4,3,-3.63,10,13.88,7.47,capsule,8.53
CMPD-1582,506.35,4.9,110.81,2,3,4,1,-1.47,100,16.18,5.95,solution,43.3
CMPD-1583,268.26,5.96,132.52,2,7,6,0,-4.46,100,32.91,3.96,tablet,1
CMPD-1584,386.78,0.3,88.69,4,6,6,0,-2.31,25,33.37,4.85,capsule,41.34
CMPD-1585,427.17,2.63,115.86,1,2,3,0,-4.64,50,46.33,6.49,tablet,53.47
CMPD-1586,456.24,0.17,49.66,1,4,3,2,-4.74,50,27.6,6.9,tablet,44.6
CMPD-1587,399.41,1.25,52.45,2,2,2,2,-2.94,10,24.55,4.61,suspension,44.51
CMPD-1588,339.63,0.85,10,3,5,3,2,-1.68,5,1.57,4.25,tablet,59.62
CMPD-1589,288.97,4.73,116.52,1,1,5,2,-4.07,200,18.16,5.97,capsule,34.27
CMPD-1590,389.48,1.79,128.91,1,3,6,4,-4.09,25,44.12,8.41,solution,53.13
CMPD-1591,262.06,4.42,55.64,2,4,6,2,-2.55,100,19.33,5.84,solution,52.1
CMPD-1592,120,3.59,66.11,1,2,6,4,-3.52,25,20.42,6.75,tablet,50.09
CMPD-1593,428.02,6.65,48.61,2,0,5,0,-2.48,5,13.73,3.32,capsule,10.27
CMPD-1594,479.43,-0.16,88.39,2,5,5,3,-5.94,25,49.82,9,solution,35.12
CMPD-1595,120.08,4.77,114.37,1,11,6,1,-5.06,5,33.51,5.17,tablet,40.32
CMPD-1596,268.93,4.56,14,1,3,6,2,-3.59,200,24.81,6.6,tablet,53.62
CMPD-1597,448.11,0.75,89.33,2,4,5,4,-2.82,5,64.47,4.26,tablet,33.09
CMPD-1598,606.32,4.31,65.32,1,4,6,5,-3.69,5,10.86,6.98,tablet,37.68
CMPD-1599,382.29,3.11,78.97,2,0,6,5,-3.38,400,32.5,5.77,solution,58.2
CMPD-1600,299.92,2.09,91.06,2,2,6,5,-2.59,5,30.86,6.77,capsule,62.73
CMPD-1601,359.88,1.02,68.41,3,8,4,2,-5.37,5,36.33,6.13,capsule,43.72
CMPD-1602,531.24,1.21,71.37,3,3,7,2,-2.59,100,29.57,7.06,tablet,41.63
CMPD-1603,308.94,6.19,67.51,2,1,6,0,-1.92,25,22.45,7.74,tablet,28.98
CMPD-1604,292.09,2.5,108.96,4,5,3,5,-4.01,50,4.23,4.79,capsule,64.35
CMPD-1605,326.9,3.91,89.66,4,4,7,2,-4.79,50,2.82,8.49,solution,50.12
CMPD-1606,275.13,1.08,82.72,1,5,4,4,-2.17,100,5.87,5.63,solution,59.38
CMPD-1607,393.49,1.1,30.52,3,3,9,2,-0.92,10,25.76,7.03,solution,70.19
CMPD-1608,558.71,4.45,61.75,1,4,5,3,-3.28,200,11.75,5.42,capsule,45.46
CMPD-1609,415.54,0.07,106.45,0,5,5,3,-4.82,400,11.28,6.64,tablet,32.8
CMPD-1610,352.24,1.75,76.32,3,5,9,2,-3.51,5,56.5,6.04,tablet,46.95
CMPD-1611,347.9,2.56,98.08,3,4,5,3,-4.75,25,32.57,8.86,suspension,57.23
CMPD-1612,208.05,2.7,136.83,0,3,3,1,-2.43,5,34.81,5.55,capsule,54.15
CMPD-1613,477.14,2.18,111.35,0,2,5,1,-3.58,400,20.6,8.41,solution,55.26
CMPD-1614,371.44,3.21,78.26,4,6,3,0,-4.89,5,5.66,5.28,capsule,57.21
CMPD-1615,360.15,3.75,57.12,1,6,5,2,-3.2,50,24.95,8.41,solution,58.44
CMPD-1616,731.24,3.82,10,4,9,5,0,-4.48,5,13.66,7.67,tablet,32.85
CMPD-1617,412.86,0.73,69.11,2,2,3,0,-5.47,400,32.72,6.05,capsule,38.18
CMPD-1618,297.3,1.99,63.59,2,4,7,1,-2.36,25,19.63,6.29,capsule,54.42
CMPD-1619,333.1,4.65,88.66,3,3,3,2,-3.05,25,42.84,6.69,capsule,35.78
CMPD-1620,506.33,4.11,69.61,2,6,6,2,-4.2,50,14.94,6.5,solution,43.36
CMPD-1621,392.46,0.03,63.79,2,8,8,3,-1.59,100,6.06,6.98,suspension,40.12
CMPD-1622,221.79,3.13,12.72,0,1,3,1,-4.62,50,97.11,6.64,tablet,65.06
CMPD-1623,481.12,-1.06,42.1,3,5,4,2,-4.15,50,29.68,5.3,capsule,12.08
CMPD-1624,306.5,2.58,91.68,2,2,6,1,-2.94,400,55.59,5.86,solution,69.58
CMPD-1625,586.06,5.92,135.06,2,3,5,2,-2.19,5,55.54,6.83,capsule,16.37
CMPD-1626,498.81,0.79,71.59,1,1,7,2,-2.91,10,61.42,5.2,capsule,48.83
CMPD-1627,330.79,1,86.47,1,3,10,3,-4.35,200,22.73,5.86,solution,54.25
CMPD-1628,520.91,3.88,108.34,1,8,6,0,-3.86,100,4.07,7.13,capsule,49.59
CMPD-1629,387.46,-0.28,46.62,3,5,8,2,-4.47,100,25.31,6.79,capsule,26.54
CMPD-1630,473.81,1.36,87.84,1,4,3,1,-4,400,59.28,6.14,tablet,42.63
CMPD-1631,433.32,3.57,49.08,4,9,5,2,-3.88,100,10.72,7.72,tablet,36.33
CMPD-1632,286.9,1.36,105.27,2,3,2,2,-2.88,5,36.76,7.66,suspension,62.15
CMPD-1633,309.21,2.08,80.3,1,2,6,2,-4.54,50,50.35,5.79,suspension,51.92
CMPD-1634,493.3,3.84,85.45,1,7,6,2,-2.07,200,51.28,7.29,capsule,50.33
CMPD-1635,343.17,3.26,47.61,3,1,1,0,-3.54,400,23.16,5.42,solution,62.66
CMPD-1636,335.6,2.98,99.75,2,2,5,3,-4.78,400,19.04,6.81,tablet,40.68
CMPD-1637,274.94,1.89,147.96,0,0,2,0,-2.92,5,26.1,6.8,tablet,60.19
CMPD-1638,426.6,3.17,39.72,3,2,4,1,-3.68,25,17.08,6.5,solution,58.82
CMPD-1639,606.88,2.28,63.11,1,6,3,2,-4.19,10,19.74,6.18,capsule,38.71
CMPD-1640,262.57,3.32,83.11,0,2,7,1,-1.38,10,26.83,6.57,capsule,66.6
CMPD-1641,382.66,1.61,102.52,6,5,4,1,-3.97,200,50.84,6.48,solution,58.06
CMPD-1642,535.34,2.17,55.42,1,7,6,2,-4.18,5,21.82,3.77,tablet,38.36
CMPD-1643,371.24,0.72,10,4,5,9,1,-2.06,50,65.23,8.16,capsule,29.65
CMPD-1644,429.76,2.44,122.57,3,4,4,2,-2.74,100,28.17,7.25,tablet,62
CMPD-1645,263.14,1.04,101.62,3,2,4,1,-2.37,200,32.95,5.95,suspension,43.23
CMPD-1646,427.11,0.49,14,3,4,4,1,-4.34,200,13.91,7.64,suspension,52.79
CMPD-1647,359.41,2.97,53.74,3,4,4,1,-3.17,25,25.53,5.87,tablet,62.66
CMPD-1648,488.43,2.88,129.89,1,5,5,2,-5.58,25,12.9,3.28,solution,46.28
CMPD-1649,510.61,3.91,125.67,0,4,9,2,-6.38,400,22.69,6.9,capsule,26.19
CMPD-1650,664.85,1.72,107.85,1,2,3,0,-4.39,400,23.94,4.57,tablet,43.57
CMPD-1651,443.76,3.23,68.84,1,7,6,1,-3.43,200,17.9,4.89,tablet,48.1
CMPD-1652,415.84,3.49,77.9,0,5,4,0,0,400,64.53,5.19,tablet,68.43
CMPD-1653,401.38,3.3,70.42,1,6,6,2,-1.63,10,31.2,6.61,tablet,60.32
CMPD-1654,341.15,1.01,114.49,3,1,3,4,-5.14,200,42.47,6.7,capsule,51.74
CMPD-1655,417.23,2.77,44.35,0,2,8,1,-2.19,50,12.27,7.77,capsule,66.47
CMPD-1656,347.51,3.16,46.8,0,5,5,0,-5.52,100,6.24,5.02,suspension,60.83
CMPD-1657,398.53,2.51,110.36,2,5,7,2,-1.2,400,36.93,5.62,tablet,54.33
CMPD-1658,524.94,-1.26,73.45,1,6,4,2,-4.26,10,13.17,8.04,capsule,5.64
CMPD-1659,269.28,2.79,123.25,4,4,4,1,-4.36,50,50.72,7.13,tablet,44.07
CMPD-1660,505.39,6.48,51.5,0,3,2,3,-1.97,100,29.48,6.87,tablet,7.63
CMPD-1661,524.88,1.85,73.08,2,2,7,4,-4.34,5,25.07,6.45,solution,52.87
CMPD-1662,367.01,1.19,42.72,4,4,5,1,-0.88,50,29.27,6.98,tablet,50.46
CMPD-1663,146.6,3.17,75.26,2,5,6,2,-4.36,200,24.99,6.54,suspension,50.28
CMPD-1664,313.14,3.06,23.25,4,1,8,4,-2.17,200,55.1,6.62,suspension,61.72
CMPD-1665,522.67,4.65,57.93,1,9,7,1,-3.33,25,18.61,7.05,solution,45.87
CMPD-1666,377.48,0.24,24.73,2,5,4,2,-2.48,400,21.58,5.41,tablet,49.25
CMPD-1667,270.08,3.82,99.29,0,8,4,1,-5.01,50,37.04,6.73,suspension,49.69
CMPD-1668,324.47,3.56,100.08,2,6,3,5,-6.25,50,22.4,4.16,tablet,42.14
CMPD-1669,472.47,2.24,14.44,2,3,6,4,-4.91,200,22.61,6.51,suspension,50.57
CMPD-1670,440.14,3.11,121.69,4,6,9,2,-4.11,200,10.27,5.9,capsule,39.28
CMPD-1671,353.72,4.35,162.41,1,5,4,1,-3.8,50,32.24,7.48,tablet,38.6
CMPD-1672,339.65,4.07,76.61,5,6,8,3,-4.23,100,18.09,4.82,capsule,49.86
CMPD-1673,336.91,0.44,52.56,1,10,4,1,-6.7,100,65.85,6.73,capsule,33.36
